53634.2  sdssg   80.25    2.365   1  ab  0.087
53636.2  sdssg   77.06    1.349   1  ab  0.087
53648.3  sdssg   33.7     0.9933  1  ab  0.087
53655.2  sdssg   16.5     1.293   1  ab  0.087
53664.2  sdssg   8.539    1.404   1  ab  0.087
53666.2  sdssg   8.321    0.4612  1  ab  0.087
53669.2  sdssg   6.184    0.4123  1  ab  0.087
53671.3  sdssg   5.133    0.9957  1  ab  0.087
53674.2  sdssg   5.406    0.4362  1  ab  0.087
53676.2  sdssg   4.617    0.4293  1  ab  0.087
